39846.0,27.8193724514
39846.0104167,21.6481132865
39846.0208333,19.2689322165
39846.03125,19.1778154462
39846.0416667,15.1110248247
39846.0520833,12.3173792751
39846.0625,10.8736207883
39846.0729167,8.6266904701
39846.0833333,8.55648965222
39846.09375,7.38375392141
39846.1041667,5.9006208499
39846.1145833,5.66282921726
39846.125,5.16546761473
39846.1354167,4.06803381863
39846.1458333,4.64083656331
39846.15625,3.47172438408
39846.1666667,4.13555936603
39846.1770833,4.3707319275
39846.1875,2.85527653135
39846.1979167,4.21945766535
39846.2083333,3.63300756711
39846.21875,4.18628684631
39846.2291667,4.82851153788
39846.2395833,5.9855807176
39846.25,6.88960779669
39846.2604167,11.6809862987
39846.2708333,15.9215586944
39846.28125,21.6832951747
39846.2916667,31.2017004891
39846.3020833,42.779939515
39846.3125,65.4913007578
39846.3229167,81.7628903714
39846.3333333,80.3758610398
39846.34375,75.9622183277
39846.3541667,79.7254338899
39846.3645833,70.0224119475
39846.375,59.5848753122
39846.3854167,49.6736120399
39846.3958333,45.7292846955
39846.40625,48.1962961233
39846.4166667,44.2142479753
39846.4270833,44.970581057
39846.4375,48.5597852614
39846.4479167,45.0062464061
39846.4583333,42.1730176127
39846.46875,53.0971040258
39846.4791667,45.0792019235
39846.4895833,40.7035354579
39846.5,45.523649127
39846.5104167,40.195012746
39846.5208333,38.3134274284
39846.53125,36.3820660437
39846.5416667,37.3104638731
39846.5520833,38.011002536
39846.5625,36.0972443125
39846.5729167,38.9611903883
39846.5833333,30.764195819
39846.59375,30.8065814563
39846.6041667,30.0689942086
39846.6145833,28.7551038873
39846.625,29.5403063045
39846.6354167,28.0123368029
39846.6458333,32.3260065796
39846.65625,27.9331570461
39846.6666667,25.8797627666
39846.6770833,30.3505929948
39846.6875,27.3885553043
39846.6979167,30.0198927191
39846.7083333,31.275409182
39846.71875,33.2203511743
39846.7291667,35.4967908859
39846.7395833,40.632082683
39846.75,35.6774971539
39846.7604167,42.8329462117
39846.7708333,40.8364204823
39846.78125,47.0777860496
39846.7916667,54.6588501463
39846.8020833,57.176123596
39846.8125,57.7294380066
39846.8229167,62.3727079935
39846.8333333,57.5756825789
39846.84375,56.1521895842
39846.8541667,50.754518213
39846.8645833,48.0632709725
39846.875,46.3479905498
39846.8854167,47.2704713821
39846.8958333,47.0194197938
39846.90625,47.1222619102
39846.9166667,40.3426752844
39846.9270833,38.5465201071
39846.9375,32.4838760201
39846.9479167,41.4270045438
39846.9583333,36.1210628654
39846.96875,31.524626729
39846.9791667,40.297956315
39846.9895833,35.3031634336
39847.0,26.584986467
39847.0104167,20.588066777
39847.0208333,21.6787880411
39847.03125,21.9113634029
39847.0416667,16.7538139166
39847.0520833,12.3465530679
39847.0625,12.1279967042
39847.0729167,9.65584687409
39847.0833333,8.19737940505
